ImageId,PredictionString
ID_87931b57d,0.1570843 -0.001607813874219857 -3.098952332633086 18.355042706768813 18.701201585518657 117.91572570800781 0.24159701911392736 0.15503599 -0.013651481161010838 -3.1063558926158628 27.935002708597697 10.503769217632279 67.67725348472595 0.4172009407527584 0.14391679 -0.28261859455600563 -3.116986109065362 36.47043100457673 11.607264357287354 73.29373955726624 0.2486140799260637 0.13112815 1.6349808698227166 -3.114022933068224 24.410141754489313 5.524455635303353 35.049206018447876 0.3081114110053768 0.15966624 0.08262056674668647 -3.101197289424487 10.0187143337142 11.229417194722522 69.11399364471436 0.2276658559078373 0.14254239 1.8098324630910763 -3.1168711950355252 19.816906786385655 4.690912474935516 28.503215312957764 0.2043244368685443 0.15800856 0.2656104655047139 -3.103961108373948 0.9746144817028838 10.736583851646827 62.092792987823486 0.34740388257407123 0.15357944 0.004323784504716657 -3.099474402266093 9.855362328008779 6.998533809535511 40.181535482406616 0.4429674067104487 0.14151141 2.8352601640681585 -3.1118657292150935 -1.7415604708990158 7.399984423565598 40.03598093986511 0.2559259276886536 0.15848619 1.771534165164932 -3.1109524240070066 -2.2938051096551786 6.692604720606489 34.367358684539795 0.2272136995271654 0.15337142 0.013364233481939084 -3.099978258954831 5.641975091090296 2.352721234520301 9.387634694576263 0.25260419724994554
ID_7f63da06e,0.15456307 3.0334195386411964 -3.1309308671676597 1.8234025261031617 15.774334332113291 89.43512439727783 0.21596182005855674 0.14899318 1.6217517877666652 -3.112339226650544 7.737484223377343 16.35593096318881 95.17665505409241 0.34118251111650516 0.15408605 2.737595305493484 -3.1197494362765035 -6.277918768627911 11.940895473471475 61.80472373962402 0.41535028950114344 0.15556493 -2.944060642011908 -3.1124230866604528 -14.380537542215691 12.17569306481879 59.24643278121948 0.3160250695050302 0.15660788 2.858686118788673 -3.1221501772576055 -9.515824039854252 11.81276251441901 56.903016567230225 0.3860667969570679 0.15084848 0.06285054389132844 -3.102184062945195 -8.671582926913514 4.358032905095021 16.021552681922913 0.3456706874824895 0.15462105 0.24084561700192575 -3.1092606243961534 -11.217102053950702 4.507411766968514 15.989911556243896 0.29851936868797224
ID_4478511f2,0.15222013 0.03084623529300276 -3.09934642736847 3.51129073363371 10.509064170070559 49.50230121612549 0.4769898639608419 0.151577 0.20458589631018592 -3.097715439396449 10.943680903920662 14.290313869605471 67.06698536872864 0.353097934093247 0.13921005 0.00697597352646341 -3.1068142523341855 10.275580013627529 13.387552247113636 61.68570518493652 0.29081150775739284 0.15291321 0.3615425071480787 -3.099584562825509 -6.2340407679598 12.976100449106566 56.49475455284119 0.28485324872840645 0.15297505 0.005934446225527566 -3.1055970584326467 -5.828881643259776 14.017168848749785 61.04649901390076 0.42382444228786365 0.16338857 -0.04260305355047044 -3.0922164378040513 10.204987081802427 12.98292486229272 57.06931948661804 0.20441341112111605 0.14983237 0.018276424055492818 -3.1013904643529138 -0.4226135084982011 7.704535532427161 32.6440304517746 0.2719248302278622 0.13501671 2.3591896524442815 -3.1129285899275025 6.817387278586619 3.4530313020892 14.303863048553467 0.2801734972543451 0.15433763 0.03343269325822995 -3.0917632934921464 -0.4518131560894184 6.0024627353159055 23.632386326789856 0.4850534511786702 0.14245039 0.04390902972630134 -3.100430229800292 -5.706105779361992 5.4718916955323875 20.622849464416504 0.28956411057067816 0.13925838 2.507751117500444 -3.113748975219675 8.762515953443 3.521385400053823 13.359662890434265 0.3513598416264386 0.15476312 2.3737464177838152 -3.1204509885334453 7.214538222918089 2.9899725505508683 10.956373065710068 0.2246776532539794 0.15477048 0.0648162565606988 -3.1070722324126443 -7.08344387983481 5.452413696640528 17.91156232357025 0.30961770152610385
ID_73057805c,0.15347363 0.04686385144402195 -3.0980916303866586 -10.530636768436754 13.278236288427202 78.52756381034851 0.43569586332399074 0.14143687 0.03738823748438362 -3.0946190377050122 -7.171417796850469 11.783379152623056 65.89555144309998 0.2060479888024916 0.14845955 -0.010404295397691917 -3.1045739000015935 3.4590141069473135 16.385695184418783 94.56135630607605 0.3600090519320051 0.15048572 -0.002616820154110494 -3.099166514473506 -5.054641783037319 9.110840866504443 50.032079219818115 0.42969239983124985 0.15685666 0.019187936763035908 -3.098095951723405 -6.859636013658368 7.111717761974467 36.26760542392731 0.45553627335669244 0.14132503 0.015072613531902984 -3.0974980910592755 -2.6353197941780495 5.278299431818323 24.58277940750122 0.4131602185492636 0.15545698 0.015325475245218823 -3.105534529434987 -5.683460209710979 2.9868550876032534 10.334810614585876 0.2430104647414997
ID_6a5bec7af,0.11491531 -3.1251138508740817 -3.122785387682267 -24.29610614527128 7.098783294849981 43.53482723236084 0.25814860182104055 0.14442556 -3.119280870997508 -3.131732642772146 -28.3096727053764 11.079355439310099 66.6485071182251 0.5275832686087532 0.14268395 -3.133534160164823 -3.1287218575649938 -29.052855919313483 12.004683276777293 72.35870361328125 0.4339385046935987 0.14475875 -3.1329287480115653 -3.1343162191384515 -28.199313251055575 13.071803113584544 78.60966920852661 0.43048223499126603 0.14910369 3.1363265396794837 -3.1329403669857463 -29.026709167040682 14.099488517408396 84.886634349823 0.39087120031349437 0.14508991 -3.1319144906068384 -3.1244973001354417 -30.71104887373762 16.155328929193317 98.36998581886292 0.2809830343834263 0.15143944 -3.137299019052356 -3.1263491568439683 -30.28209910662886 17.074974953897296 104.11491394042969 0.23097468769187984 0.1553983 3.1254461281465282 -3.1377335545891007 -15.121686268554521 15.317588890740497 94.63817477226257 0.4311327216914144 0.15114872 3.052736879935757 -3.1313791164481124 -10.654391707303507 15.270141731311247 91.76433682441711 0.37230964419355556 0.14745073 -3.101078643682335 -3.1324766912781676 -21.08644947095719 5.585836494128836 31.747764348983765 0.23878226002585085 0.14669904 3.1356076352601026 -3.141259068744727 -22.813284063410446 6.080758944181767 34.76336896419525 0.3336733069922363 0.15008669 -3.1177617000249205 3.138352034735032 -27.51629574354639 8.443278338080763 48.71445596218109 0.36556837775101536 0.14908148 -3.137578974617865 -3.1372411643439015 -24.34499592944495 8.654269200932717 51.093047857284546 0.47463457823275823 0.1448128 0.01673762871397131 -3.100840827571698 -3.9828620715164953 11.213991627303002 62.87581920623779 0.3317674002909122 0.15713312 -0.015711320895388764 -3.1038028505914887 -3.749626488807183 11.444261294972634 59.84281301498413 0.3816354048276746 0.14332649 -0.0012916228357127523 -3.098717378573962 -0.5444832010292822 8.858576128421557 48.13022017478943 0.42724720810773714 0.1619269 0.04238746978031012 -3.0956045409017285 11.57823933562846 14.202632975904665 73.05169701576233 0.23158185333770623 0.15822563 0.005337995282034844 -3.100448252754756 11.694827322961729 13.378034847924484 66.84660315513611 0.38364943166785537 0.16036211 0.026259955054019794 -3.098440235602208 11.184272882305967 11.40376151555611 58.69351029396057 0.37128348949670964 0.15505716 0.015307125484114661 -3.0910675284736833 2.0025972775265855 8.530267149957709 41.29260778427124 0.5315085940795007 0.16785336 0.0718703571836003 -3.0848403443866452 11.362071916666864 9.489817594799463 46.10297679901123 0.40874291719550565 0.12566726 -1.832036301747026 -3.1276182906054935 31.32297472898016 9.487792056507924 46.55521214008331 0.21727344798019754 0.17040172 0.02293534544941617 -3.0973335822396955 12.353035383379499 8.78892093899664 40.9123033285141 0.44245713005065684 0.15686053 0.05856879362778998 -3.086940752463885 12.600421379615234 8.117964838194581 38.27605843544006 0.48581621401236114 0.1401344 0.028817291191325457 -3.1042524745040616 11.398730421876031 6.337930477079211 28.370696306228638 0.21652010202654115 0.16002233 0.0940748456620994 -3.0876850133114537 13.48935857962687 7.080140709904995 28.952842950820923 0.36684331857188995 0.15930772 0.016383207191083403 -3.09858405043418 12.614865777345052 6.259526648419817 25.664806365966797 0.3018558108933406 0.15178895 0.03227432942968589 -3.095124589400836 13.150851393341432 5.729989703602808 21.754583716392517 0.42501331110264773 0.17244741 -0.004332044801999924 -3.093080835538455 11.271967817845205 5.1085835844276675 18.776683509349823 0.19543660186755635 0.14551938 0.020407148161501586 -3.0942381155961236 -2.940099011094912 3.0615968204150525 9.815319627523422 0.3191825136578755 0.15391971 0.01501239372487497 -3.095142541574784 -2.407021622964777 2.445636304879098 7.624225318431854 0.18362130836941648
ID_dc82b5941,0.14554667 0.23577272936232277 -3.093485692637511 -14.777341057621689 17.399421170559762 110.7903003692627 0.26607787828104834 0.13784786 0.034020058408089776 -3.0913052057200154 -25.459858658618923 7.172230342533368 43.787890672683716 0.34546159660134573 0.14750212 -0.0015755740847561068 -3.094188107299157 -18.341108918630233 9.752823123870623 59.58961248397827 0.5021616888937523 0.1506467 -0.0017030296371066793 -3.0987537523084363 -12.691134619630258 9.775249224568672 57.855308055877686 0.458438320742131 0.1503432 0.09698185294117109 -3.096108542876788 -13.031532726015898 12.040456731809964 70.91622352600098 0.19019119858566771 0.14014998 -0.005997719289039254 -3.1001940724724015 -14.934255580411563 5.734699434455691 32.86876082420349 0.29157317281889666 0.14861631 0.03658237162136068 -3.098401030647107 -5.038244068416716 10.454240152774585 59.51277017593384 0.3484225614088675 0.14902312 0.0028622799751163606 -3.1033942458503923 -0.3548729733659452 9.798202047257092 54.967200756073 0.4107795470509263 0.15320878 0.013660823765518866 -3.1006626916402062 6.289761621910464 20.22402547345573 113.50853443145752 0.3421130269628984 0.13680752 -0.006498887501088693 -3.0991074835234365 -3.6010097250244932 5.275629937185071 26.083102822303772 0.3960425806507658 0.15671238 0.026268816064223918 -3.092962024854966 4.943300516968065 7.597230349230499 37.42260932922363 0.4041721340139199 0.15898035 0.0564703532772343 -3.08194678847725 5.533324551951624 6.014319737628931 28.059828281402588 0.46019825931707753 0.15928899 -0.00993239435345144 -3.0881930609517774 5.675994579243393 5.429646946635703 25.258105993270874 0.25853118822652693 0.15529393 0.036903829833359506 -3.091282682614871 7.879048707433612 5.991181331162646 25.69817304611206 0.28922484533039855 0.15399174 0.029444343076828042 -3.093730116384574 7.266493983912879 4.566074590700464 17.453762888908386 0.3100684511140882 0.1500996 0.015081029950060963 -3.0914612171524247 4.841813117181262 2.5626472731518177 6.845544278621674 0.21406873731770387
ID_0d6122174,0.14783207 2.5823952928728118 -3.116689935448118 -14.060852927828503 17.892330341348785 104.99626398086548 0.2321859855411869 0.15365574 3.0613039385794374 -3.1198255756222686 -11.723006960525858 16.72086514096396 100.57687759399414 0.27723118076125974 0.14620622 -0.00030334748924841016 -3.1025467497580728 9.482208856013266 21.345980214059733 131.30249977111816 0.3040841177516284 0.15697205 -0.014494446397852384 -3.1017986257844647 8.49317402662669 19.43154580454962 111.54882907867432 0.29804774401529893 0.1442367 0.011352421687809176 -3.095290323840924 2.3825575755221378 7.438238180097399 38.394662737846375 0.464256320869294 0.15779907 0.024576748816289646 -3.088027076917239 7.003166738937795 7.911113624038115 39.208656549453735 0.5476730934157595 0.1595492 0.029487792838460643 -3.0836199839883527 6.690854549434771 5.849353327883504 25.301185250282288 0.5230898300511535
ID_c235860c0,0.15523934 3.1385857569513127 -3.1315676645659885 -7.62904839734349 7.8497886657994655 42.68130660057068 0.3473344633168849 0.1551532 3.1403870954884145 3.136278947936841 -7.150080430138373 6.676512617302268 33.70310962200165 0.3495707775344128 0.154068 0.037552329940472085 -3.0959633496874055 2.116219918538497 8.447679214256212 43.55032742023468 0.334892913096877 0.14992243 -0.02855394882377814 -3.1026636121147355 3.572801712940632 9.222053075828626 45.98645567893982 0.3276764672380876 0.1559346 -3.12004675199253 -3.1323790495568 -7.044802654080532 5.279909379091129 25.64350962638855 0.2697945644645204 0.15861398 0.0537154519208914 -3.091576887416192 7.189481416879427 7.57335343959179 34.698814153671265 0.4382359824801899 0.15441838 0.022208589629841943 -3.0881452692025384 7.68340796221297 4.6508618618207125 14.074048399925232 0.43524920595347455
ID_08d853358,0.14513974 2.733550058034252 -3.117662316309758 -2.240349168706202 18.1438710676408 115.90151786804199 0.20627430733814628 0.14751485 2.6915438855646494 -3.1166814771764955 -2.7672560556636587 10.674643118872037 59.45814847946167 0.379070310231739 0.15213907 3.0784560148785114 -3.124216830479451 -2.0584414424143738 12.276550466814115 69.2767858505249 0.2922305812256784 0.15618497 2.8947206592211305 -3.115260789292403 -2.1782887873975056 9.31463337998526 50.13618469238281 0.3425849756828445 0.16245082 0.09093096307932183 -3.0981898476653775 1.2182805435794497 9.74217911530911 51.22511386871338 0.4037129660626555 0.1544663 0.010330285453007675 -3.099677274125167 2.172933819011814 7.184576270977403 37.42496073246002 0.3973862708731101 0.15507266 0.034633049814773005 -3.0875414816015443 3.4455923370655688 3.745755316862193 15.52848219871521 0.4073635383709077 0.15682042 0.010065637924883623 -3.0958438759022435 3.1846408896815337 3.259540537107113 13.340578973293304 0.21508545360562525
ID_8a529aea5,0.13598731 0.01230484797179151 -3.0934598093205175 -31.390328321181112 9.252787454881103 56.44739866256714 0.46077047345458494 0.14568824 -0.003554712931008838 -3.096258396404334 -20.5169916200411 17.77607463345939 105.40969371795654 0.3844998216064804 0.16064632 0.02125467568027567 -3.1038741526478013 -24.92712788719995 8.056099882779185 45.41822969913483 0.24834838680874197 0.15005042 0.0035998685137942675 -3.0998172630840024 -15.497964981366852 9.737485994591108 54.49446439743042 0.48878389847643094 0.1534428 0.008688901811897708 -3.105075033503123 -3.6861439711186286 16.42679966550009 94.3845272064209 0.4139427403934668 0.1578618 0.006666136046293516 -3.105425002174922 0.888115955329433 20.174887250472473 116.33696556091309 0.26299759155810076 0.13580042 0.024328081702669167 -3.0929751974814614 -3.7902091622065313 10.538214901598852 57.375359535217285 0.22271487812872742 0.15627244 0.03275191013570507 -3.093727732198783 -2.5343976566513806 8.571293627524305 43.77211928367615 0.3921363750339612 0.14898369 0.02588640104060505 -3.0921546315127095 -2.729350490502976 3.252363270167452 9.81450304389 0.3580848289626431
ID_04d2d3981,0.15036656 3.0187803529705275 -3.1158417520397386 -33.26007825153742 7.20141099079099 49.82322156429291 0.19400249196964678 0.13868138 2.007845796237828 -3.1053286251896104 -28.38256262253106 6.537085457912355 44.31016743183136 0.30407917955320857 0.1427584 2.5928832401042747 -3.1162331980937203 -35.94083803964435 9.828356872601812 62.40270733833313 0.4373947490885011 0.1437722 2.255907501873592 -3.0992659648233136 -23.05947211165225 11.28386206488745 71.72589898109436 0.22082035502328054 0.15168974 1.9906675474471154 -3.113547658669301 -22.96967372780122 10.573534295419993 62.97416687011719 0.37706525241785455 0.16009898 0.11168674733090186 -3.103959085541316 -3.0286170430300987 20.18617238039543 117.0357346534729 0.19845179078167874 0.1520276 0.00786360320329274 -3.105891028540679 6.272967333660685 14.511130432641965 83.993399143219 0.4435614514660341 0.15853238 0.010692797677144018 -3.098872458683797 -1.4592999366847292 10.522281725897184 55.854105949401855 0.36384566185399847 0.13606425 0.003903069525058721 -3.097985318052121 6.243770689936751 11.367758944836496 59.93916392326355 0.22831606407715282 0.15051857 -0.011444904579250629 -3.1084221323304853 14.901081598516173 14.925815768223432 81.5213143825531 0.23309594726433605 0.14249817 0.2548470698016615 -3.108050448941537 23.46471996507454 17.99492382423661 102.8620958328247 0.22347775340042259 0.13812013 -3.1240727177654146 -3.128555370616265 -7.972549299703249 5.44437468287476 28.28000783920288 0.3813743329217535 0.16570024 0.019734459032751353 -3.0920568724446973 5.822673060452687 11.184802276265359 55.51729202270508 0.45189033823651964 0.1656825 0.025333625969084474 -3.0969040674441537 5.681765984337779 8.08626112763855 39.869099855422974 0.45236599170442043 0.1513736 1.6256236929454564 -3.1146269385987004 16.669438155837923 6.385293602971402 27.101457118988037 0.21889842680116237 0.13164361 1.6485020568797881 -3.113306999328085 15.148703229738679 5.565546642470961 23.632226884365082 0.21284533542962844
ID_2eeb7ed3f,0.14804524 0.020131816484311157 -3.097403025376149 -27.54550206713071 25.670390900499704 127.11557149887085 0.30817020195440986 0.14714992 -0.004838109161798233 -3.094007609533616 -22.06967864152422 27.332679659297725 131.9355607032776 0.22732432163052027 0.14848128 0.021352425486895567 -3.0980644543939313 -23.4473988662977 13.820218835881704 61.00081205368042 0.46508711878566283 0.15657608 0.01798136934527181 -3.0965728183561048 -6.176505774053694 11.963174067890684 52.017974853515625 0.46359111618659066 0.15141867 0.09344850842986945 -3.0966283363574227 -6.24752355670433 7.6377323483409345 27.984312176704407 0.25659919608416654
ID_ca0abe04b,0.15396667 2.928629504762597 -3.127859866368123 -7.210048062710165 19.37420267684016 105.23346662521362 0.19768345358597905 0.15895815 0.023431309044694558 -3.090474570291587 3.0888965677710614 8.230637013926192 38.36554288864136 0.5391249546182623 0.15075997 0.14125869982294753 -3.096863368647643 8.175124334617989 8.91430053643263 41.38907194137573 0.423568580315971 0.13552223 -3.1254442652734262 -3.1308107638084373 -10.656956025386647 3.6008561997755666 15.440976619720459 0.3291457528953742 0.15811314 0.007757261703548221 -3.092530349391051 -0.04154032770905855 5.543218754377822 23.731228709220886 0.22165436875307898 0.15054278 -3.1161348955031376 -3.1350225174152335 -11.817761982171481 4.195530046524862 17.12000221014023 0.3694299577789074 0.14681993 0.03107538221828598 -3.091207558410712 3.8572004950724645 5.35519979507448 22.05175757408142 0.40637897043395493 0.17679705 -0.007644373074252823 -3.0951721986108502 3.429024745526174 4.965492505961315 19.8038250207901 0.18724869020239787 0.15044399 -0.057435746851990134 -3.101603718596049 7.9470747167908184 4.491770344854841 16.617554426193237 0.3427797982485827 0.14652996 0.029722202525797808 -3.0928961915248117 0.06417051245181715 3.1469659697350423 10.713695734739304 0.2727234718757886 0.1449887 3.1380110664510443 -3.1366345548355063 -4.154600563488584 2.370708842970943 7.5608015060424805 0.3868808562047147 0.14984587 0.015796901647260757 -3.089819399761506 3.9351176034570057 2.858447972898072 7.844424247741699 0.29645562591566627
ID_12b08e569,0.15274829 3.1408972902664742 -3.1399684605472764 -3.1759678233085764 15.644831801602466 95.14844417572021 0.37568706944167085 0.14497402 3.1343056335223087 -3.12842412118847 -6.183132156272587 7.41726729800769 42.7596390247345 0.39631815559301964 0.15632015 3.0809507234693503 -3.1243573894077024 -9.688650516929231 18.171134050774594 103.42562198638916 0.28208137020543506 0.13847485 3.1185103138711723 -3.127296120049902 -7.00866087323593 6.415551155833569 33.966946601867676 0.23114018468272166 0.16458261 3.1387292090993784 3.1354576145582875 -6.628534595475802 8.35994902781523 45.6400066614151 0.2588495729507607 0.15762569 0.010167968458389706 -3.098438164340802 7.838022665563748 11.646694204105282 63.861215114593506 0.4882815394468604 0.14430338 -3.0926889135317497 -3.1226421297811946 -6.936483248862387 5.08119735649939 26.198694109916687 0.3138750870689544 0.16229254 0.04972616705626295 -3.088512199121066 8.413926348296044 10.005243579087985 52.104902267456055 0.5281244611245025 0.124781996 -3.120250755305577 -3.122342003630944 -7.075507177591909 4.119514863160401 19.772548973560333 0.23808719376735857 0.1620532 0.037429332706149426 -3.0865177532010755 7.225115816403793 7.714078549790115 38.097357749938965 0.5108225888522085 0.1573396 -0.07691434106841066 -3.0839134772592267 7.301950403978771 7.054154591082941 34.45185720920563 0.22635493616055377 0.14871508 -3.122151443504399 -3.140935154753276 -8.565787991353439 5.075786192877494 23.68306815624237 0.4844089429453475 0.15263993 -3.1125565239285993 3.1379995701187333 -3.502754121990833 3.9268148905815883 17.405501008033752 0.4124251931246997 0.16186869 -0.015144301256753165 -3.0908201729231557 4.6686004308732665 5.107408429848365 21.41771763563156 0.3800656168258457
ID_d05c03241,0.14566238 -3.1388067412567517 -3.1309733541035136 -12.47190557893482 5.768217707934859 24.89018142223358 0.20943154591421378 0.1501036 -3.1364336772004244 -3.1335156244509896 -13.794775645199362 7.421952590467898 31.46935999393463 0.46773099165109394 0.14569841 -3.1182632638248147 -3.1350101364129266 -15.216425867839988 5.82484929476131 24.114657938480377 0.45768074815012283 0.1548045 3.0975606756714855 -3.1365901698642453 -13.299040119250247 10.43802254040956 42.89093315601349 0.3041417345684818
ID_97c924f63,0.1476355 2.113961439471217 -3.1135899891429624 1.5786582760574144 18.255380759948373 89.09247517585754 0.28649926686367244 0.14632797 2.7716310091725456 -3.1206298006051263 3.730576328418216 21.734388773266048 106.81382417678833 0.1845023131499617 0.1574949 2.638125395555087 -3.1116463859849652 5.576854545351677 23.23528600746866 115.16540050506592 0.24535999611570747 0.16240115 2.93312232683165 -3.126402462022849 7.128262738992142 12.683822917549673 58.70938301086426 0.30249006863805605 0.15315342 2.9977323823986897 -3.1316070297085723 9.041973764837934 13.171418714134756 61.482399702072144 0.3440237485494983 0.16224027 3.045358542690275 -3.12380985182757 -3.726848900843924 8.26098330766187 36.42623424530029 0.2930942386908344 0.15349273 3.089478753058308 -3.1242281199717006 -3.590823015620033 9.664007053458457 42.8248405456543 0.41272447339254165 0.15195446 3.0390612324700617 -3.13328296889598 -3.0101078367295853 11.620351993000547 50.832873582839966 0.20526181904775795 0.15845597 3.03766748498078 -3.1214693413400134 4.0010931487449515 9.848611503730227 44.13309693336487 0.48561363875684743 0.15520129 1.4240730870426637 -3.109544014679738 -4.6276480517574665 7.222503021578582 31.143122911453247 0.352378261147723 0.14100447 0.010212744058563834 -3.0993781333142003 -5.900507427919274 5.023326156730399 17.253020405769348 0.385822235308933 0.14967394 3.1347333489354923 -3.1337746066325387 -8.954044908839617 5.247199720617821 14.875292778015137 0.3573797662731911
ID_a30015120,0.1478923 0.19373138777081036 -3.108505057292529 5.575064531338849 22.13210326669177 132.22193717956543 0.20109614868376194 0.15372452 3.111764026119674 -3.128777293609925 -8.31494819907079 17.703775797901823 99.58134293556213 0.2861607959742264 0.15275587 -3.1413917100307036 -3.1298362148278436 -6.348172313756143 16.802527620491094 92.56643652915955 0.2804298301957979 0.15240465 -0.03947326992046958 -3.1059218292408666 9.509084618897854 10.827702684219608 60.09366512298584 0.257414538767631 0.14771752 0.5906229531312447 -3.106082311021634 11.760087159508497 10.34508809329555 57.23844766616821 0.23452463473646323 0.13462752 -0.5816436182262029 -3.1163963844352445 11.552010339846616 8.968402433426487 52.17717885971069 0.29919657916264697 0.15182267 -3.139152277560598 -3.126692257943102 -8.878513579712553 10.07501214952863 53.76548767089844 0.25057365199323944 0.13861662 0.8671504628462804 -3.1058764924579343 12.021630270482364 7.452253937538714 40.481653809547424 0.24343836351164047 0.13923967 -3.1300927012284663 -3.128290081518241 -6.166533811332244 6.0851465328717484 29.386690258979797 0.26629277485911124 0.13440166 -2.0850964733791293 -3.1002047826820096 -9.333993424663394 6.268720184283552 28.791925311088562 0.3443315651292605 0.14681366 -3.110306674175617 -3.1281441786610564 -5.38685127360576 5.088385288350535 24.06163364648819 0.36523403391388476 0.14741896 2.7474275942874917 -3.1047344264858445 5.478313381289167 4.336872944458669 19.096317887306213 0.44877693342474423 0.14789005 0.03437502222249109 -3.097363544749566 -5.113368960011683 3.849018334667739 14.720246195793152 0.3902510009459226 0.14817537 2.6428170975261835 -3.124231118830391 -10.060503458816873 3.9568472992787376 14.594468474388123 0.22218252820517712 0.13799468 3.1142635057173376 -3.119742687913128 -4.470440537523242 2.571061069070342 8.02822858095169 0.27398830911166544
ID_f0a054bd8,0.1589775 3.133604636756394 -3.135183185460516 -19.01425649663875 19.252329278510775 108.66906642913818 0.33283319393547917 0.15776642 3.120956728503905 -3.1214181167357644 -15.668007506103256 21.044037742060617 114.33374881744385 0.2229480472490157 0.1597259 3.1362099938781465 -3.1233018321269235 -4.736588786882032 16.774816439012827 95.12054324150085 0.24548657015385286 0.14653684 -3.115403777866145 -3.133043337734886 -20.02186231751306 6.6347868792966205 36.218586564064026 0.33286127174740376 0.15200746 3.1385198692817236 3.140828466164418 -13.358257476593721 7.234949279274953 39.310118556022644 0.5266221539557551 0.15475318 -3.126577090109906 -3.1330422536754092 -11.983317495706064 11.377671097336483 59.98951196670532 0.5065519692622292 0.15522532 0.003229030847145176 -3.1032165010743817 0.580798570472132 16.206900403360667 87.03847527503967 0.44849817199984193 0.15846245 0.0365233717574454 -3.1001413894170007 10.388747983389747 15.354552032572549 84.60296392440796 0.3626818595774103 0.15384519 0.09231022020192928 -3.0978614707761487 14.449122933863245 15.213791500115107 81.04966282844543 0.2230841418350633 0.15301558 0.038638761603072065 -3.098370975004979 13.239757746352458 13.878579273986588 74.20019507408142 0.331810496302369 0.1627131 0.053598328766670894 -3.1019096580618104 11.557783031955868 14.346989494107865 72.32706546783447 0.2352100791373519 0.1615879 0.014392315494926512 -3.0894469415121755 16.97944711561812 13.68930760552951 69.60200667381287 0.22301334053758484 0.16167828 0.04460719811571101 -3.0969516431265554 11.899636489840043 12.662538385355044 63.851845264434814 0.43312304362024967 0.15776818 0.027897468440635873 -3.0987442937963685 12.865274803796186 11.744698593555224 60.43727397918701 0.362102308243537 0.1622513 0.06271354230634034 -3.097778784232684 13.415640233633535 11.155867050696777 54.407984018325806 0.4975562907245337 0.14479202 0.0019174279123397333 -3.100483415769883 -4.063055445145204 5.656012856264243 26.264041662216187 0.47805723596717625 0.15900788 0.05265172080903219 -3.085423035668679 1.4191437703408636 6.7839957981752494 31.443357467651367 0.45239458373870445 0.17067167 0.04847742619813511 -3.09046774555976 11.888566561121808 8.759760593685414 40.7259076833725 0.37438290766877264 0.15800443 0.04054130185019693 -3.0837107842140874 12.245120524403243 7.39902428429967 34.6644401550293 0.5418404821746562 0.15746641 0.07647648838005021 -3.085796894627162 11.942625264932083 6.720570426888325 30.04068434238434 0.30466193402288183 0.15943179 0.001043476945046779 -3.091069245832511 11.493882023255281 5.403912925313097 22.05975204706192 0.31035354357509654 0.15408134 0.030392374992504464 -3.096336929249116 14.662985060606614 5.6336974542673985 21.15055024623871 0.44126658739383057 0.15149826 0.01527097583877945 -3.091706859069415 2.9801686039356357 3.1954925057552295 7.897487282752991 0.32036866153884813
ID_ef6e3c696,0.14378153 1.8675885312150151 -3.0992382635646543 -18.244262411733327 11.386669909263336 67.47180819511414 0.2814897149274237 0.15159744 -3.131605852741937 -3.140837824093648 -7.948637645286191 15.587946618744953 96.15945219993591 0.3964521147211832 0.15798359 3.0755481361505974 -3.1334605814241847 -10.352523807545463 19.12386428232802 113.777756690979 0.2662427235278603 0.15734394 -3.1323290350254123 -3.1335242354595145 -6.07968358785241 20.60744598026 125.9907603263855 0.2937013675520344 0.15555179 3.1325411874208564 -3.124665632965513 -10.809617869103207 10.181800495196747 57.91199803352356 0.2534647032170038 0.15859526 3.12639496231185 -3.14117173303897 -10.591544364741223 10.482813154960358 60.23010015487671 0.4248457602093728 0.15478605 3.1296897722712878 -3.137799849855252 -9.785524274291324 11.604503652219798 64.81358408927917 0.4839078274321009 0.1500178 3.1299146065168726 -3.135891791554638 -7.136033500983197 3.849022779551499 15.269377827644348 0.32686763178886974 0.15587506 0.004777229433408835 -3.095077986019202 0.6929114785928526 4.1737286252605275 13.854548335075378 0.32184018470476755
